#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_1103.JPG,2616390,"{}",32,30,"{""name"":""circle"",""cx"":2200,""cy"":2530,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1103.JPG,2616390,"{}",32,31,"{""name"":""circle"",""cx"":2845,""cy"":2535,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1104.JPG,2596106,"{}",32,0,"{""name"":""circle"",""cx"":580,""cy"":1185,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1104.JPG,2596106,"{}",32,1,"{""name"":""circle"",""cx"":2524,""cy"":1196,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1104.JPG,2596106,"{}",32,2,"{""name"":""circle"",""cx"":293,""cy"":606,""r"":96}","{""CoTuong"":""ConXeDo""}"
IMG_1104.JPG,2596106,"{}",32,3,"{""name"":""circle"",""cx"":2845,""cy"":582,""r"":98}","{""CoTuong"":""ConXeDo""}"
IMG_1104.JPG,2596106,"{}",32,4,"{""name"":""circle"",""cx"":611,""cy"":608,""r"":100}","{""CoTuong"":""ConMaDo""}"
IMG_1104.JPG,2596106,"{}",32,5,"{""name"":""circle"",""cx"":2545,""cy"":582,""r"":98}","{""CoTuong"":""ConMaDo""}"
IMG_1104.JPG,2596106,"{}",32,6,"{""name"":""circle"",""cx"":917,""cy"":592,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1104.JPG,2596106,"{}",32,7,"{""name"":""circle"",""cx"":2229,""cy"":584,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1104.JPG,2596106,"{}",32,8,"{""name"":""circle"",""cx"":1247,""cy"":571,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1104.JPG,2596106,"{}",32,9,"{""name"":""circle"",""cx"":1884,""cy"":584,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1104.JPG,2596106,"{}",32,10,"{""name"":""circle"",""cx"":1568,""cy"":579,""r"":98}","{""CoTuong"":""ConSoaiDo""}"
IMG_1104.JPG,2596106,"{}",32,11,"{""name"":""circle"",""cx"":324,""cy"":1541,""r"":94}","{""CoTuong"":""ConTotDo""}"
IMG_1104.JPG,2596106,"{}",32,12,"{""name"":""circle"",""cx"":883,""cy"":1522,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1104.JPG,2596106,"{}",32,13,"{""name"":""circle"",""cx"":1547,""cy"":1530,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1104.JPG,2596106,"{}",32,14,"{""name"":""circle"",""cx"":2192,""cy"":1549,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1104.JPG,2596106,"{}",32,15,"{""name"":""circle"",""cx"":2830,""cy"":1541,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1104.JPG,2596106,"{}",32,16,"{""name"":""circle"",""cx"":254,""cy"":3460,""r"":96}","{""CoTuong"":""ConXeXanh""}"
IMG_1104.JPG,2596106,"{}",32,17,"{""name"":""circle"",""cx"":2865,""cy"":3501,""r"":99}","{""CoTuong"":""ConXeXanh""}"
IMG_1104.JPG,2596106,"{}",32,18,"{""name"":""circle"",""cx"":551,""cy"":3475,""r"":96}","{""CoTuong"":""ConMaXanh""}"
IMG_1104.JPG,2596106,"{}",32,19,"{""name"":""circle"",""cx"":2553,""cy"":3499,""r"":101}","{""CoTuong"":""ConMaXanh""}"
IMG_1104.JPG,2596106,"{}",32,20,"{""name"":""circle"",""cx"":872,""cy"":3488,""r"":99}","{""CoTuong"":""ConTuongXanh""}"
IMG_1104.JPG,2596106,"{}",32,21,"{""name"":""circle"",""cx"":2226,""cy"":3489,""r"":98}","{""CoTuong"":""ConTuongXanh""}"
IMG_1104.JPG,2596106,"{}",32,22,"{""name"":""circle"",""cx"":1192,""cy"":3498,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1104.JPG,2596106,"{}",32,23,"{""name"":""circle"",""cx"":1884,""cy"":3499,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1104.JPG,2596106,"{}",32,24,"{""name"":""circle"",""cx"":1544,""cy"":3481,""r"":96}","{""CoTuong"":""ConSoaiXanh""}"
IMG_1104.JPG,2596106,"{}",32,25,"{""name"":""circle"",""cx"":562,""cy"":2867,""r"":96}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1104.JPG,2596106,"{}",32,26,"{""name"":""circle"",""cx"":2529,""cy"":2872,""r"":99}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1104.JPG,2596106,"{}",32,27,"{""name"":""circle"",""cx"":264,""cy"":2522,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1104.JPG,2596106,"{}",32,28,"{""name"":""circle"",""cx"":889,""cy"":2525,""r"":100}","{""CoTuong"":""ConTotXanh""}"
IMG_1104.JPG,2596106,"{}",32,29,"{""name"":""circle"",""cx"":1539,""cy"":2517,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1104.JPG,2596106,"{}",32,30,"{""name"":""circle"",""cx"":2200,""cy"":2530,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1104.JPG,2596106,"{}",32,31,"{""name"":""circle"",""cx"":2845,""cy"":2535,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1105.JPG,2646384,"{}",32,0,"{""name"":""circle"",""cx"":580,""cy"":1185,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1105.JPG,2646384,"{}",32,1,"{""name"":""circle"",""cx"":2524,""cy"":1196,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1105.JPG,2646384,"{}",32,2,"{""name"":""circle"",""cx"":293,""cy"":606,""r"":96}","{""CoTuong"":""ConXeDo""}"
IMG_1105.JPG,2646384,"{}",32,3,"{""name"":""circle"",""cx"":2842,""cy"":591,""r"":98}","{""CoTuong"":""ConXeDo""}"
IMG_1105.JPG,2646384,"{}",32,4,"{""name"":""circle"",""cx"":611,""cy"":608,""r"":94}","{""CoTuong"":""ConMaDo""}"
IMG_1105.JPG,2646384,"{}",32,5,"{""name"":""circle"",""cx"":2542,""cy"":591,""r"":97}","{""CoTuong"":""ConMaDo""}"
IMG_1105.JPG,2646384,"{}",32,6,"{""name"":""circle"",""cx"":917,""cy"":592,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1105.JPG,2646384,"{}",32,7,"{""name"":""circle"",""cx"":2226,""cy"":593,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1105.JPG,2646384,"{}",32,8,"{""name"":""circle"",""cx"":1247,""cy"":571,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1105.JPG,2646384,"{}",32,9,"{""name"":""circle"",""cx"":1887,""cy"":593,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1105.JPG,2646384,"{}",32,10,"{""name"":""circle"",""cx"":1568,""cy"":588,""r"":98}","{""CoTuong"":""ConSoaiDo""}"
IMG_1105.JPG,2646384,"{}",32,11,"{""name"":""circle"",""cx"":324,""cy"":1553,""r"":94}","{""CoTuong"":""ConTotDo""}"
IMG_1105.JPG,2646384,"{}",32,12,"{""name"":""circle"",""cx"":883,""cy"":1522,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1105.JPG,2646384,"{}",32,13,"{""name"":""circle"",""cx"":1547,""cy"":1530,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1105.JPG,2646384,"{}",32,14,"{""name"":""circle"",""cx"":2192,""cy"":1549,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1105.JPG,2646384,"{}",32,15,"{""name"":""circle"",""cx"":2830,""cy"":1541,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1105.JPG,2646384,"{}",32,16,"{""name"":""circle"",""cx"":254,""cy"":3460,""r"":96}","{""CoTuong"":""ConXeXanh""}"
IMG_1105.JPG,2646384,"{}",32,17,"{""name"":""circle"",""cx"":2865,""cy"":3501,""r"":99}","{""CoTuong"":""ConXeXanh""}"
IMG_1105.JPG,2646384,"{}",32,18,"{""name"":""circle"",""cx"":551,""cy"":3475,""r"":96}","{""CoTuong"":""ConMaXanh""}"
IMG_1105.JPG,2646384,"{}",32,19,"{""name"":""circle"",""cx"":2553,""cy"":3499,""r"":101}","{""CoTuong"":""ConMaXanh""}"
IMG_1105.JPG,2646384,"{}",32,20,"{""name"":""circle"",""cx"":872,""cy"":3488,""r"":99}","{""CoTuong"":""ConTuongXanh""}"
IMG_1105.JPG,2646384,"{}",32,21,"{""name"":""circle"",""cx"":2226,""cy"":3489,""r"":98}","{""CoTuong"":""ConTuongXanh""}"
IMG_1105.JPG,2646384,"{}",32,22,"{""name"":""circle"",""cx"":1192,""cy"":3498,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1105.JPG,2646384,"{}",32,23,"{""name"":""circle"",""cx"":1884,""cy"":3499,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1105.JPG,2646384,"{}",32,24,"{""name"":""circle"",""cx"":1544,""cy"":3481,""r"":96}","{""CoTuong"":""ConSoaiXanh""}"
IMG_1105.JPG,2646384,"{}",32,25,"{""name"":""circle"",""cx"":562,""cy"":2867,""r"":96}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1105.JPG,2646384,"{}",32,26,"{""name"":""circle"",""cx"":2529,""cy"":2872,""r"":99}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1105.JPG,2646384,"{}",32,27,"{""name"":""circle"",""cx"":264,""cy"":2522,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1105.JPG,2646384,"{}",32,28,"{""name"":""circle"",""cx"":884,""cy"":2537,""r"":100}","{""CoTuong"":""ConTotXanh""}"
IMG_1105.JPG,2646384,"{}",32,29,"{""name"":""circle"",""cx"":1539,""cy"":2517,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1105.JPG,2646384,"{}",32,30,"{""name"":""circle"",""cx"":2200,""cy"":2530,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1105.JPG,2646384,"{}",32,31,"{""name"":""circle"",""cx"":2845,""cy"":2535,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1106.JPG,2677478,"{}",32,0,"{""name"":""circle"",""cx"":580,""cy"":1197,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1106.JPG,2677478,"{}",32,1,"{""name"":""circle"",""cx"":2524,""cy"":1212,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1106.JPG,2677478,"{}",32,2,"{""name"":""circle"",""cx"":293,""cy"":613,""r"":96}","{""CoTuong"":""ConXeDo""}"
IMG_1106.JPG,2677478,"{}",32,3,"{""name"":""circle"",""cx"":2842,""cy"":591,""r"":98}","{""CoTuong"":""ConXeDo""}"
IMG_1106.JPG,2677478,"{}",32,4,"{""name"":""circle"",""cx"":611,""cy"":617,""r"":100}","{""CoTuong"":""ConMaDo""}"
IMG_1106.JPG,2677478,"{}",32,5,"{""name"":""circle"",""cx"":2542,""cy"":591,""r"":97}","{""CoTuong"":""ConMaDo""}"
IMG_1106.JPG,2677478,"{}",32,6,"{""name"":""circle"",""cx"":915,""cy"":601,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1106.JPG,2677478,"{}",32,7,"{""name"":""circle"",""cx"":2226,""cy"":593,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1106.JPG,2677478,"{}",32,8,"{""name"":""circle"",""cx"":1247,""cy"":585,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1106.JPG,2677478,"{}",32,9,"{""name"":""circle"",""cx"":1887,""cy"":600,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1106.JPG,2677478,"{}",32,10,"{""name"":""circle"",""cx"":1568,""cy"":588,""r"":98}","{""CoTuong"":""ConSoaiDo""}"
IMG_1106.JPG,2677478,"{}",32,11,"{""name"":""circle"",""cx"":322,""cy"":1557,""r"":94}","{""CoTuong"":""ConTotDo""}"
IMG_1106.JPG,2677478,"{}",32,12,"{""name"":""circle"",""cx"":883,""cy"":1534,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1106.JPG,2677478,"{}",32,13,"{""name"":""circle"",""cx"":1545,""cy"":1544,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1106.JPG,2677478,"{}",32,14,"{""name"":""circle"",""cx"":2185,""cy"":1561,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1106.JPG,2677478,"{}",32,15,"{""name"":""circle"",""cx"":2823,""cy"":1550,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1106.JPG,2677478,"{}",32,16,"{""name"":""circle"",""cx"":254,""cy"":3460,""r"":96}","{""CoTuong"":""ConXeXanh""}"
IMG_1106.JPG,2677478,"{}",32,17,"{""name"":""circle"",""cx"":2865,""cy"":3501,""r"":99}","{""CoTuong"":""ConXeXanh""}"
IMG_1106.JPG,2677478,"{}",32,18,"{""name"":""circle"",""cx"":551,""cy"":3475,""r"":96}","{""CoTuong"":""ConMaXanh""}"
IMG_1106.JPG,2677478,"{}",32,19,"{""name"":""circle"",""cx"":2558,""cy"":3511,""r"":101}","{""CoTuong"":""ConMaXanh""}"
IMG_1106.JPG,2677478,"{}",32,20,"{""name"":""circle"",""cx"":872,""cy"":3488,""r"":99}","{""CoTuong"":""ConTuongXanh""}"
IMG_1106.JPG,2677478,"{}",32,21,"{""name"":""circle"",""cx"":2228,""cy"":3501,""r"":98}","{""CoTuong"":""ConTuongXanh""}"
IMG_1106.JPG,2677478,"{}",32,22,"{""name"":""circle"",""cx"":1192,""cy"":3498,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1106.JPG,2677478,"{}",32,23,"{""name"":""circle"",""cx"":1884,""cy"":3513,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1106.JPG,2677478,"{}",32,24,"{""name"":""circle"",""cx"":1544,""cy"":3495,""r"":96}","{""CoTuong"":""ConSoaiXanh""}"
IMG_1106.JPG,2677478,"{}",32,25,"{""name"":""circle"",""cx"":562,""cy"":2867,""r"":96}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1106.JPG,2677478,"{}",32,26,"{""name"":""circle"",""cx"":2529,""cy"":2884,""r"":103}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1106.JPG,2677478,"{}",32,27,"{""name"":""circle"",""cx"":264,""cy"":2522,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1106.JPG,2677478,"{}",32,28,"{""name"":""circle"",""cx"":884,""cy"":2537,""r"":100}","{""CoTuong"":""ConTotXanh""}"
IMG_1106.JPG,2677478,"{}",32,29,"{""name"":""circle"",""cx"":1537,""cy"":2531,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1106.JPG,2677478,"{}",32,30,"{""name"":""circle"",""cx"":2198,""cy"":2544,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1106.JPG,2677478,"{}",32,31,"{""name"":""circle"",""cx"":2845,""cy"":2542,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1107.JPG,2686711,"{}",32,0,"{""name"":""circle"",""cx"":587,""cy"":1197,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1107.JPG,2686711,"{}",32,1,"{""name"":""circle"",""cx"":2529,""cy"":1210,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1107.JPG,2686711,"{}",32,2,"{""name"":""circle"",""cx"":300,""cy"":624,""r"":96}","{""CoTuong"":""ConXeDo""}"
IMG_1107.JPG,2686711,"{}",32,3,"{""name"":""circle"",""cx"":2842,""cy"":591,""r"":98}","{""CoTuong"":""ConXeDo""}"
IMG_1107.JPG,2686711,"{}",32,4,"{""name"":""circle"",""cx"":618,""cy"":618,""r"":100}","{""CoTuong"":""ConMaDo""}"
IMG_1107.JPG,2686711,"{}",32,5,"{""name"":""circle"",""cx"":2542,""cy"":591,""r"":97}","{""CoTuong"":""ConMaDo""}"
IMG_1107.JPG,2686711,"{}",32,6,"{""name"":""circle"",""cx"":919,""cy"":606,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1107.JPG,2686711,"{}",32,7,"{""name"":""circle"",""cx"":2226,""cy"":593,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1107.JPG,2686711,"{}",32,8,"{""name"":""circle"",""cx"":1249,""cy"":587,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1107.JPG,2686711,"{}",32,9,"{""name"":""circle"",""cx"":1887,""cy"":593,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1107.JPG,2686711,"{}",32,10,"{""name"":""circle"",""cx"":1568,""cy"":588,""r"":98}","{""CoTuong"":""ConSoaiDo""}"
IMG_1107.JPG,2686711,"{}",32,11,"{""name"":""circle"",""cx"":326,""cy"":1555,""r"":94}","{""CoTuong"":""ConTotDo""}"
IMG_1107.JPG,2686711,"{}",32,12,"{""name"":""circle"",""cx"":888,""cy"":1534,""r"":99}","{""CoTuong"":""ConTotDo""}"
IMG_1107.JPG,2686711,"{}",32,13,"{""name"":""circle"",""cx"":1554,""cy"":1539,""r"":92}","{""CoTuong"":""ConTotDo""}"
IMG_1107.JPG,2686711,"{}",32,14,"{""name"":""circle"",""cx"":2192,""cy"":1558,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1107.JPG,2686711,"{}",32,15,"{""name"":""circle"",""cx"":2830,""cy"":1553,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1107.JPG,2686711,"{}",32,16,"{""name"":""circle"",""cx"":254,""cy"":3460,""r"":96}","{""CoTuong"":""ConXeXanh""}"
IMG_1107.JPG,2686711,"{}",32,17,"{""name"":""circle"",""cx"":2865,""cy"":3501,""r"":99}","{""CoTuong"":""ConXeXanh""}"
IMG_1107.JPG,2686711,"{}",32,18,"{""name"":""circle"",""cx"":551,""cy"":3475,""r"":96}","{""CoTuong"":""ConMaXanh""}"
IMG_1107.JPG,2686711,"{}",32,19,"{""name"":""circle"",""cx"":2553,""cy"":3499,""r"":101}","{""CoTuong"":""ConMaXanh""}"
IMG_1107.JPG,2686711,"{}",32,20,"{""name"":""circle"",""cx"":872,""cy"":3488,""r"":99}","{""CoTuong"":""ConTuongXanh""}"
IMG_1107.JPG,2686711,"{}",32,21,"{""name"":""circle"",""cx"":2226,""cy"":3489,""r"":98}","{""CoTuong"":""ConTuongXanh""}"
IMG_1107.JPG,2686711,"{}",32,22,"{""name"":""circle"",""cx"":1192,""cy"":3498,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1107.JPG,2686711,"{}",32,23,"{""name"":""circle"",""cx"":1884,""cy"":3499,""r"":99}","{""CoTuong"":""ConSiXanh""}"
IMG_1107.JPG,2686711,"{}",32,24,"{""name"":""circle"",""cx"":1551,""cy"":3488,""r"":96}","{""CoTuong"":""ConSoaiXanh""}"
IMG_1107.JPG,2686711,"{}",32,25,"{""name"":""circle"",""cx"":562,""cy"":2867,""r"":96}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1107.JPG,2686711,"{}",32,26,"{""name"":""circle"",""cx"":2529,""cy"":2872,""r"":99}","{""CoTuong"":""ConPhaoXanh""}"
IMG_1107.JPG,2686711,"{}",32,27,"{""name"":""circle"",""cx"":264,""cy"":2522,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1107.JPG,2686711,"{}",32,28,"{""name"":""circle"",""cx"":884,""cy"":2537,""r"":100}","{""CoTuong"":""ConTotXanh""}"
IMG_1107.JPG,2686711,"{}",32,29,"{""name"":""circle"",""cx"":1539,""cy"":2517,""r"":95}","{""CoTuong"":""ConTotXanh""}"
IMG_1107.JPG,2686711,"{}",32,30,"{""name"":""circle"",""cx"":2200,""cy"":2539,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1107.JPG,2686711,"{}",32,31,"{""name"":""circle"",""cx"":2845,""cy"":2535,""r"":97}","{""CoTuong"":""ConTotXanh""}"
IMG_1108.JPG,2640563,"{}",32,0,"{""name"":""circle"",""cx"":585,""cy"":1192,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1108.JPG,2640563,"{}",32,1,"{""name"":""circle"",""cx"":2524,""cy"":1196,""r"":98}","{""CoTuong"":""ConPhaoDo""}"
IMG_1108.JPG,2640563,"{}",32,2,"{""name"":""circle"",""cx"":295,""cy"":618,""r"":96}","{""CoTuong"":""ConXeDo""}"
IMG_1108.JPG,2640563,"{}",32,3,"{""name"":""circle"",""cx"":2842,""cy"":591,""r"":98}","{""CoTuong"":""ConXeDo""}"
IMG_1108.JPG,2640563,"{}",32,4,"{""name"":""circle"",""cx"":613,""cy"":615,""r"":100}","{""CoTuong"":""ConMaDo""}"
IMG_1108.JPG,2640563,"{}",32,5,"{""name"":""circle"",""cx"":2542,""cy"":591,""r"":97}","{""CoTuong"":""ConMaDo""}"
IMG_1108.JPG,2640563,"{}",32,6,"{""name"":""circle"",""cx"":917,""cy"":599,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1108.JPG,2640563,"{}",32,7,"{""name"":""circle"",""cx"":2226,""cy"":593,""r"":98}","{""CoTuong"":""ConTuongDo""}"
IMG_1108.JPG,2640563,"{}",32,8,"{""name"":""circle"",""cx"":1247,""cy"":571,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1108.JPG,2640563,"{}",32,9,"{""name"":""circle"",""cx"":1887,""cy"":593,""r"":98}","{""CoTuong"":""ConSiDo""}"
IMG_1108.JPG,2640563,"{}",32,10,"{""name"":""circle"",""cx"":1568,""cy"":588,""r"":98}","{""CoTuong"":""ConSoaiDo""}"
IMG_1108.JPG,2640563,"{}",32,11,"{""name"":""circle"",""cx"":326,""cy"":1553,""r"":94}","{""CoTuong"":""ConTotDo""}"
IMG_1108.JPG,2640563,"{}",32,12,"{""name"":""circle"",""cx"":885,""cy"":1531,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1108.JPG,2640563,"{}",32,13,"{""name"":""circle"",""cx"":1552,""cy"":1537,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1108.JPG,2640563,"{}",32,14,"{""name"":""circle"",""cx"":2194,""cy"":1561,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1108.JPG,2640563,"{}",32,15,"{""name"":""circle"",""cx"":2830,""cy"":1541,""r"":98}","{""CoTuong"":""ConTotDo""}"
IMG_1108.JPG,2640563,"{}",32,16,"{""name"":""circle"",""cx"":254,""cy"":3460,""r"":96}","{""CoTuong"":""ConXeXanh""}"
IMG_1108.JPG,2640563,"{}",32,17,"{""name"":""circle"",""cx"":2865,""cy"":3501,""r"":99}","{""CoTuong"":""ConXeXanh""}"
IMG_1108.JPG,2640563,"{}",32,18,"{""name"":""circle"",""cx"":551,""cy"":3475,""r"":96}","{""CoTuong"":""ConMaXanh""}"
IMG_1108.JPG,2640563,"{}",32,19,"{""name"":""circle"",""cx"":2553,""cy"":3499,""r"":101}","{""CoTuong"":""ConMaXanh""}"
